ra,dec,d,phase
111.0738073,3.542890666,568.3161,241
110.9924978,3.58013762,566.7015,241
110.9106026,3.617661853,565.0874,241
110.8281214,3.655463507,563.474,241
110.7450989,3.693454562,561.8612,241
110.6614452,3.731811441,560.249,241
110.5772051,3.770446126,558.6375,241
110.4923782,3.809358729,557.0266,241
110.4069645,3.848549354,555.4165,241
110.3208294,3.888061146,553.8072,241
110.2342413,3.927808118,552.1985,241
110.1470207,3.967921652,550.5907,241
110.059123,4.008268401,548.9837,241
109.9706819,4.04902709,547.3775,241
109.8815631,4.090019152,545.7721,241
109.7918559,4.131289799,544.1676,241
109.7015151,4.172927427,542.564,241
109.6105405,4.214932106,540.9613,241
109.5189766,4.257215497,539.3595,241
109.426689,4.29982089,537.7587,241
109.333901,4.342750145,536.1589,241
109.2403886,4.386001445,534.5601,241
109.1462411,4.429619927,532.9624,241
109.0513685,4.473560492,531.3656,241
108.9559497,4.517913335,529.77,241
108.85985,4.562499727,528.1755,241
108.7630691,4.607541736,526.5821,241
108.6655618,4.652905737,524.9899,241
108.5675518,4.698593274,523.3988,241
108.4687699,4.744691212,521.8089,241
108.3692157,4.791199516,520.2203,241
108.2691578,4.838031061,518.6329,241
108.1683268,4.88527278,517.0468,241
108.0667672,4.932835959,515.462,241
107.9645682,4.98076551,513.8786,241
107.8616845,5.029149924,512.2965,241
107.7581158,5.077989058,510.7158,241
107.6538167,5.127149016,509.1365,241
107.5487869,5.176629584,507.5586,241
107.4431153,5.226698051,505.9822,241
107.3366224,5.27704165,504.4073,241
107.2295317,5.327883986,502.8339,241
107.1215737,5.379089673,501.262,241
107.0130169,5.430793573,499.6917,241
106.9037264,5.482816526,498.123,241
106.7936116,5.535335762,496.5558,241
106.6828067,5.588307225,494.9904,241
106.5711764,5.641774324,493.4267,241
106.4588999,5.695604112,491.8647,241
106.3457967,5.749928774,490.3044,241
106.2319112,5.804659068,488.7459,241
106.1173326,5.859839595,487.1892,241
106.0019701,5.915647615,485.6343,241
105.8858684,5.971771005,484.0812,241
105.7688915,6.028475859,482.5301,241
105.651129,6.085583888,480.9809,241
105.5326699,6.143139582,479.4335,241
105.4133334,6.201275083,477.8882,241
105.2932535,6.259945968,476.3449,241
105.172385,6.319017589,474.8036,241
105.0506365,6.378667113,473.2644,241
104.9281422,6.43885002,471.7273,241
104.8047217,6.499475364,470.1923,241
104.6806434,6.560677713,468.6595,241
104.5555917,6.622409879,467.1289,241
104.4297008,6.684627188,465.6004,241
104.3030595,6.747373913,464.0743,241
104.1754863,6.810781964,462.5505,241
104.047206,6.874628653,461.0289,241
103.9179019,6.939089607,459.5098,241
103.7877978,7.00416519,457.993,241
103.6568482,7.069720194,456.4786,241
103.5250065,7.135842514,454.9666,241
103.3922715,7.202531017,453.4572,241
103.2586864,7.269918773,451.9503,241
103.1241157,7.337825094,450.446,241
102.9887377,7.406339226,448.9442,241
102.8524614,7.47541462,447.4451,241
102.7152397,7.545138922,445.9487,241
102.5770712,7.615510734,444.4549,241
102.4380901,7.686484955,442.964,241
102.2980693,7.758058418,441.4757,241
102.1571871,7.830320278,439.9903,241
102.0153078,7.903089202,438.5077,241
101.8725182,7.976632301,437.0281,241
101.7287724,8.050813491,435.5513,241
101.5840687,8.12563101,434.0776,241
101.4384054,8.201083037,432.6068,241
101.2917348,8.277256662,431.139,241
101.1441008,8.35406097,429.6743,241
100.9955017,8.431493966,428.2128,241
100.8458434,8.509731481,426.7544,241
100.6953059,8.588639093,425.2991,241
100.5436611,8.668212339,423.8472,241
100.3909969,8.748494535,422.3985,241
100.2374011,8.829529038,420.9531,241
100.0826913,8.91122206,419.5111,241
99.92699911,8.993751439,418.0724,241
99.77032461,9.076891141,416.6372,241
99.61252637,9.160905148,415.2054,241
